# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 9.779930818925415,-5.237455088153708,-1.0,0.0,1.156705947921325,0.0,0.6484941315195316,1.5420340006112787,-36.44991273103817,-67.20429664921949
 9.79129015426441,-5.248814423492702,-1.0,0.0,0.7337745420550563,0.0,0.662387194780476,1.5096910204180705,-37.23205568326321,-68.85464060033169
 9.802603075698281,-5.260127344926573,-1.0,0.0,0.3035448926016287,0.0,0.6765564078465761,1.47807335560226,-38.02993346752074,-70.52800542471961
 9.813869660283782,-5.271393929512075,-1.0,0.0,-0.13409020122680582,0.0,0.6910029566594952,1.4471718107174019,-38.84363451117191,-72.2225122863115
 9.825090010647049,-5.282614279875341,-1.0,0.0,-0.5792376597703704,0.0,0.705727563484156,1.4169773886441812,-39.673222683037906,-73.93603096227277
 9.836264255647095,-5.293788524875388,-1.0,0.0,-1.032003930814002,0.0,0.7207304436497546,1.3874812820949172,-40.5187349160277,-75.66616205267313
 9.847392551050378,-5.30491682027867,-1.0,0.0,-1.4924947833062925,0.0,0.7360112599032804,1.358674866103829,-41.380178707015524,-77.41021960413809
 9.858475080215909,-5.315999349444202,-1.0,0.0,-1.9608150862890301,0.0,0.7515690746755375,1.3305496909006183,-42.25752948517163,-79.1652126560409
 9.869512054790397,-5.32703632401869,-1.0,0.0,-2.4370685725350683,0.0,0.7674023002542306,1.3030974752990871,-43.15072785860327,-80.92782740446873
 9.880503715412752,-5.3380279846410446,-1.0,0.0,-2.9213575863593957,0.0,0.7835086466595559,1.2763101010607127,-44.05967673705122,-82.69440894120541
 9.891450332427269,-5.348974601655561,-1.0,0.0,-3.413782815130247,0.0,0.7998850677939305,1.2501796073753233,-44.984238337546515,-84.46094343752159
 9.902352206604645,-5.359876475832938,-1.0,0.0,-3.914443004018742,0.0,0.816527705667794,1.2246981860611257,-45.924231076472104,-86.22304051868468
