# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.0,0.0,Infinity,0.0,0.0,0.0
 0.16046004718728218,0.006436856685836205,0.04011501179682054,0.24999999999999994,0.0,0.0,Infinity,0.0,0.0,0.0
 0.22664503348988146,0.012841992801407368,0.09677627016929086,0.8561044058151458,0.0,0.0,Infinity,0.0,0.0,0.0
 0.277240367128317,0.019215555291360997,0.12597135015454966,0.5770310794646148,0.0,0.0,Infinity,0.0,0.0,0.0
 0.319735460031224,0.0255576911003446,0.14924395678988514,0.5476539770958698,0.0,0.0,Infinity,0.0,0.0,0.0
 0.35703527653723904,0.03186854717300568,0.16919268414211583,0.5348210586776939,0.0,0.0,Infinity,0.0,0.0,0.0
 0.3906316446679238,0.038148270453991766,0.1869167303012906,0.5275583982837347,0.0,0.0,Infinity,0.0,0.0,0.0
 0.42141194993948783,0.04439700788795034,0.20301089865185296,0.5228722785095554,0.0,0.0,Infinity,0.0,0.0,0.0
 0.4499551374060705,0.05061490641952894,0.21784177183638956,0.5195941484075681,0.0,0.0,Infinity,0.0,0.0,0.0
 0.47666387735331933,0.05680211299337506,0.2316547536898476,0.5171708542124939,0.0,0.0,Infinity,0.0,0.0,0.0
 0.5018317429343673,0.0629587745541362,0.24462390507192128,0.5153059698411533,0.0,0.0,Infinity,0.0,0.0,0.0
 0.525680656088694,0.0690850380464599,0.2568780997557648,0.513826127192734,0.0,0.0,Infinity,0.0,0.0,0.0
 0.5483832616518985,0.07518105041499362,0.2685159794351479,0.5126230840324887,0.0,0.0,Infinity,0.0,0.0,0.0
 0.5700770425280602,0.08124695860438491,0.2796150760449894,0.511625736113055,0.0,0.0,Infinity,0.0,0.0,0.0
 0.5908736228984378,0.08728290955928128,0.29023766635662435,0.5107854331073407,0.0,0.0,Infinity,0.0,0.0,0.0
 0.6108651249640308,0.09328905022433018,0.3004346869656164,0.5100677565665261,0.0,0.0,Infinity,0.0,0.0,0.0
 0.6301286457357077,0.0992655275441792,0.3102484426749344,0.5094476666875506,0.0,0.0,Infinity,0.0,0.0,0.0
 0.6487294920488071,0.10521248846347578,0.31971453444612913,0.5089065095134052,0.0,0.0,Infinity,0.0,0.0,0.0
 0.6667235706853855,0.11113007992686749,0.32886326568354823,0.5084301020459914,0.0,0.0,Infinity,0.0,0.0,0.0
 0.6841591887243841,0.1170184488790018,0.3377206898524426,0.508007467764134,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7010784328861537,0.12287774226452622,0.3463094054026342,0.5076299785068731,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7175182423551009,0.12870810702808827,0.35464916881031416,0.5072907580487931,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7335112544858068,0.13450969011433545,0.36275737421022625,0.5069842587278893,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7490864795680545,0.14028263846791528,0.37064943351346485,0.5067059552310281,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7642698451030902,0.14602709903347527,0.378339081167785,0.5064521193655155,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7790846391905388,0.15174321875566293,0.38583862107340705,0.5062196518799948,0.0,0.0,Infinity,0.0,0.0,0.0
 0.7935518750003072,0.15743114457912571,0.39315912854771123,0.5060059551501415,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8076905928596948,0.16309102344851123,0.40031061696500053,0.5058088355968554,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8215181125415726,0.1687230023084669,0.40730217635031746,0.5056264280339442,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8350502454430879,0.17432722810364026,0.4141420894961649,0.5054571364046745,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8483014741910542,0.17990384777867888,0.4208379299085372,0.5052995869081172,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8612851055910122,0.1854530082782302,0.4273966449455149,0.5051525905917875,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8740134016065013,0.19097485654694174,0.43382462679937706,0.5050151132594618,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8864976921108393,0.196469539529461,0.44012777342933507,0.5048862510663166,0.0,0.0,Infinity,0.0,0.0,0.0
 0.8987484724224806,0.20193720417043548,0.44631154113333,0.5047652105979575,0.0,0.0,Infinity,0.0,0.0,0.0
 0.910775488063909,0.20737799741451277,0.4523809901215952,0.5046512924917415,0.0,0.0,Infinity,0.0,0.0,0.0
 0.9225878087344107,0.21279206620634028,0.4583408241995805,0.504543877890857,0.0,0.0,Infinity,0.0,0.0,0.0
 0.9341938931304693,0.21817955749056553,0.4641954254662177,0.5044424171708971,0.0,0.0,Infinity,0.0,0.0,0.0
 0.945601645962688,0.22354061821183607,0.46994888477329094,0.5043464205170903,0.0,0.0,Infinity,0.0,0.0,0.0
 0.9568184682891516,0.22887539531479945,0.4756050285629607,0.504255449988306,0.0,0.0,Infinity,0.0,0.0,0.0
 0.9678513020998695,0.23418403574410307,0.48116744259725414,0.5041691128248311,0.0,0.0,Infinity,0.0,0.0,0.0
 0.978706669936186,0.23946668644439453,0.4866394930090147,0.5040870557563107,0.0,0.0,Infinity,0.0,0.0,0.0
 0.9893907102056728,0.24472349436032131,0.49202434503546677,0.5040089601525557,0.0,0.0,Infinity,0.0,0.0,0.0
